title,artist,spotify_id,lyrics,bpm,energy,danceability,loudness,valence,rhyme_density,rhyme_density_old
Goodbye (Feat. Paul Blanco),ASH ISLAND,7qlA2Y1zPNnQxUd1BWx19x,"여전히 예쁘더라 날 쳐다보는 눈빛
같이 밥을 먹고 난 뒤
괜히 조금 더 같이 있고 싶어서 늦게 해, 나갈 준비
전부 다 알고 있어 너 봤잖아 내 눈치
Girl, I don't feel the same
너도 알잖아 우리 예전 같지 않네
Oh, 이젠 그만둬야 해
아직 넌 듣고 싶어 하지 않겠지만
이게 최선이었어 goodbye
지금 아님 안 될 거 같아
아쉽지만 우린 여기서
아름다운 작별 인사를 건네

다신 널 못 볼까 봐
더 세게 널 껴안아 보고 싶었었다만
왠지 모르게 너 앞에서는 freeze 해
역시 너는 아직도 너무 아름다워, baby
숨이 더 이상 안 쉬어질 때
너가 다시 나타나 주길래
But 역시 내가 했던 거 그대로 돌려주네
솔직히 난 그냥 너가 행복했음 해
너가 봤듯이 너 앞엔 더 이상 나답지를 못해
넌 내 것인 적도 없었지만
These are the words in my mind",87.159,0.457,0.484,-13.976,0.187,0.3508,0.2483
OST (Feat. CHANMINA),ASH ISLAND,0KXdlcZHmCqIfIfRVGRGP2,"만약에
시간 괜찮냐라던 네 말에
마침 비었었던 그날에
집에 혼자 남아
잠이나 잤다면 우린 달랐을까
No way (No way)
아무래도 운명인거 같애 (같애)
내 머린 온통 네 생각에 (생각에)
영화 같은 거야
멈춘 시간 속에 너와 나

갑자기 약속이 없어졌던 그날
집에도 못가 혼자 멍 때린 그밤
왜 하필 너를 생각했을까
누군가가 장난을 쳤었나
처음 손을 잡아줬던 겨울 (Ha-yeah-yeah-yeah)
너를 떠나가려 했던 여름도
전부 소중해 여기 담을게
멈춘 시간 속에 너와 나",93.037,0.879,0.801,-4.848,0.82,0.5103,0.4711
Because,ASH ISLAND,08xMOoUaMWWlNStVUdBTBC,"우린 끝을 향해 가고 있었고
그런 모습마저 아름다웠어
어느새 같이 있는 게 너무 어색해서
돌아서며 말했어 우리 더는 마주하지 말자고
우린 이미 알고 있었잖아
너가 나를 밀고 집을 떠난 날
우린 서로가 왜 그토록
끝까지 애를 썼을까
이런 건 의미 없다는 걸 알아
그리워서 하는 얘기도 아니야
그냥 그냥

난 그 시절 새벽을 노래했고
너는 그날 밤이 되어 춤을 춰
다시 그때로 갈 수 없단 걸
I know oh oh oh oh oh oh oh oh
난 아직 그 시간의 노랠 불러
혹여나 네가 들을까 싶어서
만약 돌아갈 수 있다면 Oh oh oh oh oh oh
너가 원하는 거면 다 좋다고
미안하다 말 한 번 더 할걸
내가 만약 그때 그랬었다면
그렇게 애를 썼을까 과연
이런 건 의미 없다는 걸 알아도
그리워서 하는 게 아닐지라도 Oh oh
그냥 그냥",77.997,0.634,0.358,-10.558,0.161,0.3614,0.3411
Paranoid,ASH ISLAND,2HkLBmbvSYIa9wt51jtGwe,"별이 보일 때쯤 나는 눈을 감았네
머리까지 이불을 덮어 내가 잘 안 보이게
누군가 내 삶을 뺏아가도 모르기에
거릴 걸을 때는 뒤를 돌아 버릇돼
매일이 난 너무 두려워, 누가 날 죽일 수도
When open ma eyes, 어떤 것도 안 보이는 걸
지금 시간에도 누가 날 겨누고 있어
알지 안 일어날 걸, 하지만 아무도 몰라

Yeah, look at my eyes sad
Too many lies there
I'm gonna die, 차라리 더 나아
나를 저 달이 달래, yeah
Oh, I wanna be alone, yeah
또 봤지 내 눈에 고인
피와 똑같은 이 voice
맴돌아, 공기 중에, livin' in a..
Why",162.78,0.685,0.423,-9.651,0.328,0.3442,0.2427
Over,ASH ISLAND,3y7NPDRKRJx6xTEOXKs7Gu,"Back to the first day, it's the night (It's the night)
내게 걸어와 걸었지 말 (걸었지 말)
We fell in love that's all we got (We got)
But now it's gone that all we have (Hey)
Paranoid is paranoid, you hate that song
내 심장에서 빼내야 되겠어 (Hey)
가만두면 더 아파질 거잖아 넌

It's over the moon look like a blur
오늘 저 별과 지는 해도 새로워져
네게 별로였던 노래도 다 버렸고
너의 전부였던 나도 이곳에 버려줘
Kiss of the morning, it's gone I know
귀찮던 고민 이젠 하지 않어
가만두면 더 나빠질 걸 알아 넌",113.32,0.51,0.371,-8.942,0.147,0.3817,0.1402
Stay With Me (Feat. Skinny Brown),ASH ISLAND,4YJlv9lK1EsszlUZ4ekj7I,"늘 혼자지네 내 겨울은
친구는 밤하늘의 별들
방 안의 거울은 나를 보지만
비어있네 옆은
But I'm not alone now
걸어왔지 너가
내리는 눈꽃처럼
어디든 달려올게 너의 곁에
So please don't go away, go away
준비가 됐어 나는
너도 그렇다면 해줄래 말을

Last year I was dumb, facts
어쩜 너가 아니라서 그래
비가 오는 날이 아니어도 돼 (춥게 눈이 오는 날엔 stay)
Just sit here and don't think you are alone
입어 same thing, 들어 same song
You change me, I'ma change yours
계절 지나도 불러 that chorus
주워 담아 these stars and
시간에 담아 like jar
어두워진 이 밤에
우리만은 밝자
Uh, you gotta stay with me
그래왔던 듯이 lay it on me
눈처럼 어깨 위 you are my fantasy
Stay with me",86.997,0.258,0.664,-10.975,0.358,0.3628,0.1736
Play,ASH ISLAND,12FGJeMWeTVRjK31NIUIMQ,"누구나 그렇듯 너도 벽을 홀로 마주한 채
벽이 무너지길 바라며 서 있던 거 같애
누구나 그렇다고 마냥 기다리기만 할래
나라면 조금씩이라도 벽을 올라갈래
안 늦었어 왜 포기하려 그래
뭐가 그렇게 해 다 똑같애
나도 매일 별이 보이네 힘들어서
이젠 너도 저기 있네 계속 버티래
그러더라 그럼 결국에 끝은 보인 데",101.944,0.798,0.52,-5.498,0.168,0.6056,0.5875
Black Rose,ASH ISLAND,2EEp1hfwhP3yvPhZzFCZSw,"꼭 쥐고 싶었지 난
""나를 다치게 해도 괜찮아 I'll be fine""
지금은 타버리고 재밖에 안 남았지 그 말들
돌리고 싶어도 이미 지난 시간들
아직도 잠을 못 자
여전히 허전한 내 sofa
아름다웠었던 꽃 한 송이
아파도 놓진 말자
다신 하지 못할 여러 약속들까지
함께 타들어 가버렸네 우리의 불같이

여전히 내 옷장
한켠에는 너가
후회를 했어 사실 난
하루도 빠짐없이 모든 날
손 하나를 흔들지 못해서 못 한 goodbye
바보 같앴지 너를 보내면서 했었던 그 말
지금이라도 돌아와 준담 혹시
We'll be lovin' all night 'til the mornin'
잘 가 고맙단 말
말하지 못했어
넌 안 들리겠지만
I miss you",122.003,0.683,0.739,-9.303,0.495,0.3544,0.2889
Last Moments,ASH ISLAND,5vmhBfZnhfvAZb5hJIbKfa,"어제 누가 나에게 그러지 말라고 얘기해줬으면 좋았는데
화가 가득 나 있는 나의 말투는 무섭기만 해
난 여전히 알고 있어 사랑은 여전히 이곳에
애써 숨기려는 네 모습에서 우린 끝이라는 걸 말해
눈물이 나는 건 무엇 때문일까
멈추지 않는 연결음 때문인가
전화 그만할게 너 힘드니까
내가 미안해 감성적이라

눈을 찡그리는 너에게 다가가서 안겨도 될까
비도 내리고 있네, 네 기분을 말해주는 날씨
안개는 또 이렇게 네 얼굴을 가리는 걸까
깨지 않으려는 내 모습에서 이건 꿈이라는 걸 말해
아침에 눈을 뜬 내가 미웠어
아직 너 없는 내가 너무 괴로워서
넘어갔네 또 의미 없는 하루로",67.447,0.427,0.199,-13.826,0.0425,0.4889,0.4778
It’s Okay (Feat. ZICO),ASH ISLAND,1rIxqNylFsRslfo8lRcWJ6,"사람들은 말을 하지, 조금 어렵게
이러니 저러니 사랑은 다 덧없대
I don't mind, 너란 사람을 보고 있으니
괜히 사랑을 다 알 것 같은 거 있지 (Yeah)
이젠 바보가 된 거 같애
내 마음이랑 다르게 답해
얼음이 되지, 너 앞에선
완벽해, 아무리 생각해도
그러니 난, 너라는 사람에 비하면 초라하니까
상처가 될 거야, 도망가, 돌아보지 마
괜찮으니까 (Hey, hey)
너란 사람을 만나
뭐가 사랑인지 알았으니까
너와 있던 시간은 행복했어
진심이야, 난 그걸로 됐어

이 끔찍한 존재로부터
도망 나와, 널 지켜주렴
폭풍처럼 와닿았지만
그저 한때의 흔들림
색 바랜 그림, 소리 없는 울림
흔적쯤으로 남겨지면 만족해 (Ayy)
꿈속에서 멀찍이 바라볼게
삼켜 왔던 말이 턱밑까지 막 차올라
떠나가, 아니, 떠나가지 마
괜찮아, 사실 전부 거짓말
속일수록 탄로 나는 일
그게 사랑이잖아
우린 이미 늦어버렸나 봐
I can't hold on to you, ooh-ooh, ooh-ooh, ooh-ooh
이제 진짜 안녕",105.031,0.761,0.563,-8.805,0.433,0.4464,0.4711
Empty Head,ASH ISLAND,2mPR6yNoDn0IN8vqtz1Yrx,"3 A.M. in the morning, 아직 깨있네
독한 술이 흘러 몸에, 난 집에 있네
귀를 막아도 난 들려 지겹게 이젠
술 없인 안와 내일이, 비워 머린 깨져있네
다 그랬듯이 술이 맘을 채웠데
빌어먹을 소음 나는 술로 게워네
이게 약이 아니라면 I need a medicine
And I'm in my head again

내일 난 아마도 기억을 못 하겠지
그걸 알아도 못 하겠어, 날 막아줘, whoa
너라도 알아줘, 나아지질 않아
난 내려가도 넌 따라와줘 날",116.673,0.611,0.774,-12.338,0.895,0.5184,0.4709
WONDER,ASH ISLAND,3nW7zEVZamOeAYnWp5LqVh,"You are like a fire
네 눈빛이 잊혀지질 않아서
너와 난 도대체 우연이 뭐길래
왜 다른 사람들 같이 만나지를 못해
I'm just sayin bout love
나의 생각도 들어보지도 않은 채로 가지 넌
I will say no more
화가 나다가도 너의 눈으로 내 심장을 녹이지 넌
I don't know why 하필 우리는 왜
만났을까 그 많은 사람 속에서
You got me drivin' crazy
I don't fuckin' care, 일단 먼저 우리 집으로 갈래

우리 만남은 연기 같아
차가운 방향으로 가니까
Shall we walk outside (No, no girl)
거짓말 아까 너도 날 쳐다봤잖아
I don't wanna waste time
I copped a new car
태워줄게 원하면 내 손을 잡아
다 내게 맡겨 해가 뜨기 전까지
'Cause I don't wanna waste time
안 해도 돼 생각 damn
어차피 넌 내가 아니어도 괜찮다는 말은 왜
You got me drivin crazy
I don't fuckin' care, 일단 먼저 우리 집으로 갈래",155.008,0.985,0.449,-2.508,0.296,0.2871,0.1104
MIDNIGHT SKY,ASH ISLAND,2edpFQH2dVevhKbJyRQPLi,"일어나
버릇같이
너에게 온 연락을 봐
근처에 있는 것 같아
익숙해진 걸까 나
But the truth is you're not on this side
I miss you bad, you're on my mind
전화를 또 걸어본다
한 번 보러 가볼까

도착할 거 같아 아침까진
밤은 길고 여긴 마치
Lost in your galaxy (Ooh)
Way to see my destiny (Ooh, yeah)
It's true, I miss you every night
Every second, every time
전화가 걸려 온다
Maybe this time, I'll see your eyes",109.976,0.805,0.699,-5.535,0.232,0.453,0.193
"PUBLIC ENEMIES (Feat. OSUN, Iyaan, Jeffrey White, Raf Sandou)",Sik-K,6TUuxnabfrlNbFi0FJSz5G,"Uh, yeah, yeah
돈 채워, 마음 비워
긴장 풀어, 밑으로 기어
생각했던 거보다 쉽네
삼만 불러, 딜 하나 띄워
What you got, I got fever
Run that shit up, 내 뒤에 neo
Fake-ass, tryna hop on that Beamer
내 새끼들 빼고 안 줘
후려쳐봐 나머지
줘도 안 먹어, 네 집 개 줘
난 떡 하나 주면 안 잡아먹지
담배 피우던 시절은 버려
잘나가는 알라도
뱀새끼 걸렸다가 족쳐
바짓가랑이 찢길라 해도

Yeah, 소원을 빌었지 어릴 적
We smoking time like we always young
평생을 어릴 것처럼 굴었어
우린 집 앞 mart에서
사곤 했어 폴라포랑 빵
외상값은 give a toss to my mom
Vice City Tommy처럼
Reset해 처음처럼 나의 life, what
Steroid rage 올 거 같아
너의 face, 가려 늦기 전에 (Yeah)
나 좀 도와달라고 물었지
그에 대한 너의 대답은, mm-mm
내 야망을 cannot understand
일점오년 동안 dopamine detox
Yeah, I got no label on my table
털어 먼지, oh-oh

She tryna keep airplane mode, huh
Shawty still wanna play more, huh
Party gon' wild for the night
Dеstroy this thing up like a claymore, huh
Babe knows what's hеr asset
Why you see me with the same set?
Can't even see where's the stains at?
Already on the freakin' next thing
Next thing, next stage
We on a POV van then
Hold that sit up, living like vacay, still laid back
Tied up with a session cascade
왜 이렇게 다 작업을 할라 들어?
짜식들 작업을 할라 들어
제발 좀 그만 좀 달라붙어
못 놀 거면 그대로 나가주렴

(Squad) Huh, huh, yuh
Ice, I put OKA on my chain
Mister Buster 하나만 패
Bling, I kissed it, I do my dance, bass go bang like (Bang)
Ayy, 난 가져와 all of that purple baguettes
빵에 넌 들어가 like that baguette
I do what I want, 나는 절대 안 빼
내 fashion 아니야 from Korea, babe
Huh, huh, huh
Straight to Japan (Woah)
Yo, yuh, yo
I say back it again
Pullupboi gon' turn 찍었어 HENZ
Pullupboi gon' turn 찢었어 bass (Alright)
Okay, my fit lookin' too fresh
Huh, boy, check out my swag",156.436,0.612,0.623,-8.698,0.374,0.3544,0.164
"PUBLIC ENEMY (Feat. Roh Yun Ha, Wuuslime)",Sik-K,0k4IMjv3mF9LlphfeG8ZjA,"Thank god, 나는 역시 너무 talented
Fuck your fan club, 내 fan들은 안 해 갈라치기
안 통해 땡깡, 아주 어려, 매 널 지켜봐도 너는 될까
말까 한 수준인데 또 얕은수를 생각
야생이라던 네 친구들은 돌고래인가 봐?
Trapper인 양 왼쪽 어깨에만 둘러멘 가방
Huh, 안에 들어있는 건 보조배터리잖아
십만 원밖에 안 들은 체크카드, 괜찮아 brother, uh, ah

Yo, 씬이 어쩌고 또 저쩌고
몸으로 흐름을 체감해 거꾸로
너희들이 쳐 놓은 벽 넘어 난 파쿠르
이 지랄 만들어 놓은 새끼들 데리고 와 내 앞으로
별 도움 안 돼 네 shout out
더 막 대해도 되겠어 함부로
나 더 이상 눈 안 깔아
네가 올려다봐야지, everybody type of us
(Oh) Still by my side, Wuuslime
꼬레아노 South side
허락 안 해 반말, huh (Yuh), uh
여기서 돈 버는 거 간단해
우리 하는 것들 반만 해봐 봐
That your prime time

#Backinstyle, I'ma gon' smoke you up
이거 아니야 shisha
이십사시간 잠은 뒤져서나
자고 내 시간은 비싸
I put my life on the line
살다 보니 가려 이 사람 저 사람
다 보여 얘는 bitch boy type
쟤는 pussy boy type 잘 가려 해서 가려해 식사
유재하 peace of mind
Bounce back 기적 같아, I feel blessed
신경 쓰지 말고 네 것 잘 팔아
무서워 늦바람 와리가리 too much
맞아 talk is cheap 그 입 닫아
밤바리, two-seat undercover
철없게 안 해 이런 자랑
정말로 난 신경도 안 써
이 바닥 I'm out of your sight, 이거 봐봐",150.018,0.968,0.576,-2.078,0.261,0.2865,0.3038
PLAYER (feat. Crush),Sik-K,0aKxRmN8Dv6KAWuYwLbKim,"왜 폰만 만져?
다 보여 고민하고 있는 거 이 바보야
나라면 뭐 하냐면서 뭐 한 번, 두 번, 세 번쯤은
두드리겠지 계속 또
무르익겠지, like 100도?
물음표는 어느새 zero
넌 이젠 알겠니 좀?

Um
밤은 너무 시끄러워
별의 별의 별의 말들이 돌아 네게 소문을 내러 와
의심은 해로워
I ain't playin' no more
너만 알고 싶은 게 있음
내게로 와
내가 위험해 보여? 다칠까 봐?
그래 한때는 막살았지만, 이젠 아냐
책임질 게 많은 것은 죄가 아냐",170.02,0.839,0.617,-5.192,0.846,0.3567,0.265
LALALA (Snitch Club),Sik-K,4F8e1uEGDoefb784hyp6Et,"윗도리는 Margiela, Thug Club 절대 안 입어 (안 입어)
하남자로 만들어버리는 suck my dick, panty는 burn it up (Burn it up)
좆같은 기분 팔-이-오 (팔-이-오), 광복된 것처럼 흔들어
코 그만 훔쳐 약사들 앞에서 대답해, 이 병신이 뜸 들여
눈치 없는 새끼, 귀여운 새끼, 지겨운 새끼, 겁쟁이
Bitch 새끼, snitch 새끼, thug 인 척하는 영민이 새끼
없지 애미, 멋쟁이, 여자 패지 마치 지 애비
Authentic한 내 친구들과 이제 볼일 없겠지

Michael Jaejoon Kim with me, 우린 물어봐, who are you?
마지막이야 나가 뒤지기 싫으면 권지율도
No friends in this industry의 진짜 뜻을
너가 알 때쯤 날 찾아와 꿇겠지 무릎을

No, no, 맨입으로 안 돼
예의 바르게 suck my dick
GOAT호소인 새끼 결국 뒤졌잖아, don't fuck with Sik
알잖아 6MAFIA 난 끝까지 가, you already know
어차피 마지막에는 흥얼대고 있겠지
내가 you already know",92.488,0.924,0.629,-1.136,0.105,0.4691,0.4225
party (SHUT DOWN),Sik-K,1ihIXI2MVklmJdPvIUxExZ,"If I die tomorrow, 식장은 party로 바꿔
너무 울지마, 눈물까지 가지고 가면
조금 빨리 잊혀질걸 알어
하지만 tho I’m gone
난 음악 속에서 여전히 살어, hey
우리 엄마 아빤 싸우지도 않고
두 번 다시 사랑 앞에 까불지도 않고
나는 그냥 누워 쉴래 그 땐
즐길 수 있을거 같아
눈 감고서야 good day

멍청이들아 왜 울먹거려
Just grab another bottle
니네 아직 덜 먹어서그래
전 여친은 부르지마, 지옥갈거같아
날 더 미워할걸 아마
불효자가 되서 눈을 감아
이틀동안 내 앨범 순서대로 straight
계속 돌려줘, 계속 틀어, 더 크게
Yeah, 내가 누운 관 뚜껑을 덮을 땐
돈다발을 가득 채워줘, Goyard duffel bag에",97.013,0.799,0.829,-5.389,0.471,0.3959,0.3626
"M.I.A (feat. HAON, JMIN)",Sik-K,0kkWU02BFaQXlEkaxY2DPD,"정답이 뭐야? I'm wondering
정답이 있는 거야? 털려, 어이
그때부터 너도 내가 좋았는지
Mingle, 찰싹, sex
그 후에는 뭐 내 욕하든지?
내기해 분명 넌 나한테 아무 얘기해
Like 밥이나 먹자고 연락해
생각하고 있겠지 넌 나의 나체를
Woo, woo, woo

너의 전화, 놀러 오란 말에
빈손으로 가긴 뭐해서 사 온 Ferrero Rocher
너의 고맙다는 말은 번개 같았고
바로 본론으로 넘어가길 원해
이럴 거면 영화는 왜 틀어놓은 건데?
You got me speechless
네 테두리 안에 난 딱 맞아떨어지네
그녀는 너무 잘해 Tetris
돌리는 솜씨가 허리와 동기화 되어있지, 너와 나의 케미스트리
New memory 기록해 매일 밤
속으론 언제나 counting 3
최선을 다해 resisting
For you I can go M.I.A
Ok girl, you made me saying that
난 무시를 못 해 네가 가면을 벗어던질 땐
Is it alright? 너도 원한다는 걸 알아 babe",84.912,0.685,0.534,-6.082,0.445,0.287,0.2049
DARLING,Sik-K,67Nn0OgNZ31s7iEx9UmpEO,"하나, 둘, 셋, 또 넷
Timing을 자꾸 뭘 세
오늘 밤이 아니어도 돼
네가 딴 사람과 밖이어도 돼
날이 아니잖아 오늘만
가만히 있을게, 그럼 중간은
가있을 테니까, see you then
아무 이유 없이 내가 미울 땐
Tell me why you sad
And tell me why you bad
I am with it I can fix it
더 친해지길 바래
너도 시간 되면 미리 말해

You know we made for each other
Gotta be worth it
The way you touch
하루 수백 번도 널 찾아
Truly I'm falling in love
한 번도 빠져본 적 없던 것처럼
Don't give a fuck what they say, 넌 내 집이니까
같이 있을 땐 want you to stay, 시간이 미우니까
사랑 노래만 하루 종일 듣고 싶으니까
So that's why I wanna call you my

Tho' you workin' 9 to 5
뾰루퉁해, 내 말투만
그런 거야, it's alright
Good night, babe
어딘가에 있을까
만약 있다면 지금 난
많아 하고 싶은 말
Tonight",96.06,0.686,0.71,-4.926,0.483,0.4156,0.2363
iffy (Prod. GroovyRoom),Sik-K,4q9JLlC3HIhN4CDC6KlpYK,"Hit my line, yeah
눈더미같이 쌓인 일들은 Himalaya
난 얼마나 더 많이 또 일을 해야
사람들은 잊지 않을까
내 이름 세 글자를 덕분에 우린
하루 두 번의 아침 해를 봐 늘
다 집어 쳐 오늘 밤 we party
난 다 미뤘어 오랜만에 we mobbin'
계획을 바꿀래 갑자기
Yeah, bottles' poppin'
내 새로운 노래가 rockin' on the speaker
사진 찍고 싶어
Yeah, just take a picture
Yeah, yeah, yeah, yeah
Feelin' all this liquor, drinkin' all this liquor
Yeah, yeah, yeah
Yeah, yeah, yeah, yeah
한 방울 방울 방울도 남기지 말고
오늘 밤을 밤을 밤을 넌 아끼지마
너가 데려온 친구들 전부 세워놓고
음악 볼륨을 키워 더
천장을 뚫어버릴 정도로

Poppin' tags for tonight, yeah
Meet up extra early, get it started, yeah
올 거면 미리 내게 말을 해
I don't recognize your friend's face
소개시켜줘 나랑 놀게
원하면 함께 chillin'
내 폰은 백 퍼센트 전화해 tonight
Yeah, I'm finna represent, we H1GHR 음악
오늘 파티엔 멋진 옷들로만
몸에 걸친 상태로 오면 돼
Take pics for instagram
Lookin' like them 절친 (Snap, snap)
Snap, snap, ooh, snap, snap, ooh
맘에 든 애를 뺀 (Ayy)
Snap, snap, ooh, snap, snap
나머진 태그 안 해도 돼
잊어봐 내일은 싹 다 뒤로 미뤄 내
싹 다 뒤로 미뤄 내 싹 다 뒤로 미뤄야 눈앞을 즐기지
오늘은 놀 거야 미친 듯이
하루만 허락해
We down for the night, ooh
Bass bumpin' right, ooh
I done lost count, ooh
We don't rap alike, nah
We don't flex alike, nah

Yeah, yeah, uh
내 옆엔 기분 좋은 사람 기분 좋은 vibes, yeah
난 요트를 타고 있어 기분 좋은 life, yeah
어디 어디 갈까 오늘 오늘밤, yeah
도착지는 space, see me in the stars, yeah
난 연락이 와 전화가 와
내 목소리 듣고 싶대, eh
내 party로 와 술자리 있다고
받은 수 많은 초대, ayy
But I'd rather be with you
우리 둘이 먹는 술
취하면 훨씬 느낌 좋아 좋아
음악 틀어 make the mood
Ayy, we take it H1GHR every day
큰 목걸이 하나 하는 거 보다는 19개
하나에 500만원이면
Yeah, 한번 계산해
500만원 x 19
That means I'm getting paid, yeah
Riding everyday, yeah
손을 모아 pray, yeah, yeah
나름 겸손해, yeah, 난 너무 감사해, yeah
민식아 준원아 빵 터질 필요 없어
꾸준히만 하면 돼
Yeah, let's get it",86.984,0.771,0.858,-4.934,0.589,0.4006,0.1307
BETTER,Sik-K,3VOQmwJWqFysoX5mig7sQb,"도미노같이 쓰러지겠어
피하라고 말해 머리에선
내 감정은 죽여 널 위해서
거울 속에 나랑 적이 됐어
상처를 주려고 했겠니?
내 전부를 주는데 baby
널 아끼기만 하는데
난 왜 망치기만 하는데 baby

난 또 폼이 안 나, 넌 귀찮아해
자꾸 간다 그래 뻑하면
이해가 안 가, 방금 전까지
좋았지 않아?
트집 잡아, 이제 척하면
나도 알아
이해한다 안 한다
이게 맞나, 안 맞나?",104.988,0.187,0.662,-9.003,0.233,0.4827,0.5378
TRAP (feat. Jimmy Paige),Sik-K,2BJzz3Zfl6pPXYksd7I01C,"내 상태 gotta call 911, 대신 whip a 911
뭘 또 하고 싶을지 알 리가 있나
내가 마흔이 되면
이 루틴에 중독이 된 지 오래인가
아직 마흔이 되려면 10년
인생은 한 번이 맞냐고 정말?
I think it’s a twice time
You should come and try mine
알 거 같아 아니 알아버리고 있는 거 같아
돈이 예술을
예술이 숫자랑 있는 거 같아
Illuminati에서 나한테 곧 연락해
“자리 비는 거 같아”
라고 할 거 같아
망상 it’s a trap
상상 it’s a trap
실현시킬 수 있는지 제발 말해줘 다음번에
Brother 허세 it’s a trap
너의 어제 it’s a trap
실수했다면 네 가면 제발 벗어줘
Don’t blame on 네 여자친구
너가 지켜야지 너의 명분
이라면 난 너랑 친구 못 해 먹어
'Cause 내 친구들은 다 달고 다니지 pepper
넌 친구들이랑 체념하고 말해야 알지
랩퍼인지도
네 인지도

This rap shit, it’s a trap
My rhyme scheme, it’s on crack
My lines be hittin' so hard
They geekin' out loud, it’s ear cocaine
보낼 때 얘네 이름 없게 해
짭새들은 됐거든 올빼미
If the gas turn into a case, then
I'ma blow it up like fuckin' propane
나는 너의 눈물이 매주 묵주를 적시는 걸 알아
기대 말아 don’t pray
I’m too stonеd like a body from Pompeii
따버렸어 환갑 지난 Dom Peri
Tryna play that gamе then better be on table
모두 한 번쯤은 받아 똥패, 손 떼
Don’t place no bet, all them
선택 in your hands
Patek, it’s the best
Hi-Tech in a stack
걔 하체 them shits on clap
Nah, she all natural that don‘t train
All these dollar signs and ’em guala’s mine
Never let them be on my tail
In the trap, we all trapped
아냐 서로 미워할 때가",116.991,0.839,0.791,-2.887,0.349,0.4018,0.2219
Trouble Child (Full Ver.) (Full Version),SUPERBEE,4hru8jF2LrRpPaLri7fOAz,"Ay, ay
나도 한때는 고등래퍼였지, 공부와는 멀었어 거리, ay
그땐 도서관에서 비트박슬 연습하다 쫓겨났었지, damn
잠꼬대도 나는 랩으로 해, 자고 일어나면 앨범이 돼
난 마이크가 없어서 PC방 가서
헤드셋에 내 노래를 녹음했어, 친구들 날 놀려댔어
교장선생님 훈화말씀때도 못참고 랩을 뱉어댔어
모두 날 꼴통이랬어, but 현재 난 rich as fuck
일진들 내가 혼냈어, gangster rap을 통해서, yeah, yeah

나는 네 여자를 뺏어, 그것도 네 집 앞에서
너 그렇게 살다간 큰일 날 거라고 말했어 어른들께서
지랄하네, suck my dick (dick)
Now I'm gettin fuckin rich (rich)
I got diamonds on my wrist (bling)
여자들은 말하지, ""멋있어 Uneducated Kid!""
학교를 안 가도 취직을 했어 (hey)
공부 대신에 잔머리를 썼어 (hey)
결국에 내가 너보다 돈 벌어
결국에 내가 세상을 다 바꿔
Uneducated, SUPERBEE
우리는 새로운 서태지
Uneducated, SUPERBEE
래퍼들 우리를 겁내지

내 Flow는 Tsunami
Yng & Rich we got it check, check, check
Trap부터 Ratchet 또 Backpack
병신들 get back, I get 100 hunnid
매입해 강남에 건물 100채
랩에서는 심하게 내 돈을 자랑하고 좋은 일에 써버리네
내가 미래, 미래, 미래, 나는 니네 머리 위에
난 영리해서 영리해
실행하고 진행, 니네가 어찌 천재를 이해
더 떠버려 Air balloon보다 높히, uh
Gucci 옷이 내 outfit, 현찰을 pop it, pop pa-ra pop it
날 소개하지, 난 니 여친 전 남친, uh
은행원이 날 보고 떠네, 돈을 다 인출해 버렸더니
빵원도 안 남아 여기 ATM, 동네 주민들이 나를 욕해
""아니 수퍼비 이 시발 새끼가 돈을 다 뽑아갔다니깐""

I don’t study anymore, feelin like I'm animal
차에 타, 여자애들 다 여섯 명 데리고
Live fast die slow, 내 인생 내 맘대로
살 거니까 꼰대 새끼들은 전부 꺼지고
나는 돈 벌어 무인도에서도
난 필요하면 사람 먹어 식인종
돈만 보면 침을 흘려 코모도
도마뱀인 줄 알았대 나보고, yeah
Fuck my school and fuck my teachers too
니네가 쓸데없는 지식 공부할 때 우린 몸으로 느끼는 중
시간은 금 (시간은 금)
우린 결국 (우린 결국)
시간을 조금이나마 아껴보려
상대성 이론 연구하는 중 (Einstein)",97.691,0.322,0.605,-13.261,0.597,0.4054,0.3466
